Timestamp,What's YOUR slack user ID?,What team are you ordering for?,What 'project' is this for? Be consistent and capitalize every word!,Part Name?,Link?,Supplier?,Qty?,What does the item do? [Business Purpose],Any extra notes?,Purchased?,Price,Receipt Link,Bought with?,Orderer Notes,Arrived?,Audit Link,WebFin2 Final Check
10/21/2022 16:14:01,U01QZ4B3VSB,Firmware,Manny Electrical,Qunqi L298N Motor Drive Controller Board Module Dual H Bridge DC Stepper For Arduino,https://www.google.com/search?client=safari&rls=en&q=Qunqi+L298N+Motor+Drive+Controller+Board+Module+Dual+H+Bridge+DC+Stepper+For+Arduino&ie=UTF-8&oe=UTF-8,Amazon,5,Allows the raspberry pi to control the motors,-,TRUE,$34.95,,GIFT - ESHOP,-,TRUE,2022-10-21-Amazon-(WebFin2),FALSE
10/21/2022 16:14:02,U01QZ4B3VSB,Firmware,Manny Electrical,"USB Charger 5v 2.4a,Cabepow [2Pack] Dual Port 12W USB Wall Plug,Charger Block Adapter Cube Replaceme",https://www.amazon.com/Charger-2-1Amp-Travel-Adapter-Samsung/dp/B08C2PXDH9/ref=pd_lpo_1?pd_rd_w=Tuoag&content-id=amzn1.sym.116f529c-aa4d-4763-b2b6-4d614ec7dc00&pf_rd_p=116f529c-aa4d-4763-b2b6-4d614ec7dc00&pf_rd_r=ATTPPAADV6XSV9B1807E&pd_rd_wg=K8311&pd_rd_r=983fa481-ed82-4d63-8337-c76fa911d1b6&pd_rd_i=B08C2PXDH9&psc=1,Amazon,1,allows us to charge the power bank from the wall outlet,-,TRUE,$8.99,,GIFT - ESHOP,-,TRUE,2022-10-21-Amazon-(WebFin2),FALSE
10/26/2022 16:14:12,U01QZ4B3VSB,Firmware,Manny Electrical,"LAMPVPATH (Pack of 3) 2 AA Battery Holder, 2 AA Battery Holder with Leads, 2 AA Battery Holder with",https://www.amazon.com/LAMPVPATH-Battery-Holder-Leads-Wires/dp/B07TB4HDYH,Amazon,1,Allows us to us AA batteries to power servos,-,TRUE,$6.48,,GIFT - ESHOP,-,TRUE,2022-10-26-Amazon-(WebFin2)-(1),FALSE
11/12/2022 16:14:07,U01QZ4B3VSB,Firmware,Manny Electrical,Argon NEO Raspberry Pi 4 Case | All Aluminum,https://www.amazon.com/Argon-Raspberry-Heatsink-Supports-Accessible/dp/B07WMG27T7/re[…]wicXNhIjoiMi4xMSIsInFzcCI6IjEuOTgifQ%3D%3D&sr=8-1-spons&psc=1,Amazon,1,It's a case to protect the raspberry pi and to prevent it from grounding due to the metal frame of Manny,-,TRUE,$16.90,2022-11-12-Amazon,GIFT - ESHOP,-,TRUE,2022-11-16-Amazon-(WebFin2),TRUE
11/12/2022 16:14:08,U01QZ4B3VSB,Firmware,Manny Electrical,SanDisk Ultra 64GB 2‑pack SDXC UHS-I Class 10 Memory Card,https://www.amazon.com/Sandisk-2%E2%80%91Pack-SDHC-UHS-I-Memory/dp/B073K38V1P,Amazon,1,SD card for the raspberry pi for storage,-,TRUE,$19.45,2022-11-12-Amazon,GIFT - ESHOP,-,TRUE,2022-11-16-Amazon-(WebFin2),TRUE
2/11/2023 15:07:00,U02KPCWG6UT,Firmware,Manny Supplies,LUMINTOP LED Pocket-Sized Lightweight Waterproof Flashlight Tool AA Gray 650 Lumens Super Bright LED Flashlight for Camping and Hiking,https://www.amazon.com/Pocket-sized-Lightweight-Waterproof-Flashlight-Lumintop-Camping/dp/B07RZNH4N7/ref=asc_df_B07RZNH4N7/?tag=&linkCode=df0&hvadid=366432818612&hvpos=&hvnetw=g&hvrand=12221732844939743652&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9005779&hvtargid=pla-1004257520592&ref=&adgrpid=79917573281&th=1,Amazon,1,A flashlight to to light up images that Manny needs to detect,-,TRUE,$19.98,2023-02-12-Amazon,GIFT - ESHOP,-,TRUE,2023-02-15-Amazon-(WebFin2),TRUE
2/23/2023 19:56:03,U01RSFR2LGH,Firmware,Manny Mechanical,"10 Pieces Mini Ball Transfer Bearing Table Conveyor Roller Ball for Transmission, Furniture,Wheelchair 1/3inch(Nylon and Stainless Steel)",https://www.amazon.com/dp/B081QKS4S2/ref=sspa_dk_detail_4?pd_rd_i=B081QKS4S2&pd_rd_w=T6Mby&content-id=amzn1.sym.88097cb9-5064-44ef-891b-abfacbc1c44b&pf_rd_p=88097cb9-5064-44ef-891b-abfacbc1c44b&pf_rd_r=EZZEQ83K69Q13Y7FCBTR&pd_rd_wg=NL7UC&pd_rd_r=890fac63-5716-4cd8-b99e-725398679572&s=industrial&sp_csd=d2lkZ2V0TmFtZT1zcF9kZXRhaWw&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyT05ORjQ1N0RHQkNNJmVuY3J5cHRlZElkPUExMDE5OTYzS1lXRklQQ0dISzlSJmVuY3J5cHRlZEFkSWQ9QTA0ODYwODgyVDZCQ1JSWEFMSVBCJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ&th=1,Amazon,1,Functions as Manny's skids,1 order contains 10 pieces of ball bearings,TRUE,$12.99,2023-02-24-Amazon,GIFT - ESHOP,-,TRUE,2023-02-27-Amazon-(WebFin2)-(1),TRUE
3/25/2023 11:14:12,U01RSFR2LGH,Firmware,Manny Electrical,"FREENOVE 5MP Camera for Raspberry Pi 4B / 3B+ / 3B / 3A+ / 2B / 1B+ / 1A+ / Zero W/Zero with Adjustable Holder and Ribbon Cable, 1080P 720P Output",https://www.amazon.com/Freenove-Camera-Raspberry-Adjustable-Holder/dp/B08Q34FKFY/ref=sxin_25_ac_d_bv?ac_md=2-1-VW5kZXIgJDIw-ac_d_bv_bv_bv&content-id=amzn1.sym.8f2bf95d-b9c2-4e6d-96a9-5fdf77a1951d%3Aamzn1.sym.8f2bf95d-b9c2-4e6d-96a9-5fdf77a1951d&crid=19NEV2TWOZ0QY&cv_ct_cx=raspberry+pi+camera+mount&keywords=raspberry+pi+camera+mount&pd_rd_i=B08Q34FKFY&pd_rd_r=3cb4caac-55b5-4709-905d-77b32680318f&pd_rd_w=UlHpK&pd_rd_wg=ckcv1&pf_rd_p=8f2bf95d-b9c2-4e6d-96a9-5fdf77a1951d&pf_rd_r=1MRSP54JMJ56HTYHPYQE&qid=1679756462&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=raspberry+pi+camera+mount%2Caps%2C132&sr=1-2-270ce31b-afa8-499f-878b-3bb461a9a5a6,Amazon,1,Mount the pi camera,-,TRUE,$11.90,2023-03-26-Amazon,GIFT - ESHOP,-,TRUE,2023-03-28-Amazon-(WebFin2),TRUE
4/15/2023 11:05:08,U02KPCWG6UT,Firmware,Manny Electrical,Raspberry Pi 4 Model B 8GB,https://www.amazon.com/Raspberry-Pi-4-4G-Model/dp/B081YD3VL5/ref=sr_1_4?keywords=raspberry+pi+4+8gb&qid=1681570996&sr=8-4&ufe=app_do%3Aamzn1.fos.f5122f16-c3e8-4386-bf32-63e904010ad0,Amazon,1,This is the computer that Lance has that allows him to function,-,TRUE,$179.90,2023-04-15-Amazon,GIFT - ESHOP,-,TRUE,2023-04-17-Amazon-(WebFin2)-(2),TRUE
4/11/2023 20:57:00,U02KPCWG6UT,Firmware,Manny Electrical,Official Raspberry Pi Camera Module V2 8-megapixel sensor 3280 × 2464 1080p V2.1 for Raspberry Pi 3 2 1 model B B+,https://www.amazon.com/Official-Raspberry-Pi-8-megapixel-XYGStudy/dp/B01G01JJJ0/ref=sr_1_4?crid=22YAFOINNRI0K&keywords=Raspberry+Pi+Camera+Module+v+2.1&qid=1681260672&sprefix=raspberry+pi+camera+module+v%2Caps%2C190&sr=8-4,Amazon,2,This is the camera that Lance is using to see signs and the road,-,TRUE,$71.78,2023-04-15-Amazon,GIFT - ESHOP,-,TRUE,2023-04-18-Amazon-(WebFin2),TRUE
4/22/2023 16:27:06,U02KPCWG6UT,Firmware,Manny Electrical,Raspberry Pi 4 Model B 8GB,https://www.amazon.com/Raspberry-Pi-4-4G-Model/dp/B081YD3VL5/ref=sr_1_4?keywords=raspberry+pi+4+8gb&qid=1681570996&sr=8-4&ufe=app_do%3Aamzn1.fos.f5122f16-c3e8-4386-bf32-63e904010ad0,Amazon,1,This is the computer that Lance has that allows him to function,Getting another because first one got stolen,TRUE,$185.00,2023-04-22-Amazon,GIFT - ESHOP,-,TRUE,2023-04-24-Amazon-(WebFin2)-(2),TRUE
4/26/2023 16:27:06,U02KPCWG6UT,Firmware,Manny Electrical,Raspberry Pi 4 Model B 8GB,https://www.amazon.com/Raspberry-Pi-4-4G-Model/dp/B081YD3VL5/ref=sr_1_4?keywords=raspberry+pi+4+8gb&qid=1681570996&sr=8-4&ufe=app_do%3Aamzn1.fos.f5122f16-c3e8-4386-bf32-63e904010ad0,Amazon,1,Refund since mailroom lost it,-,TRUE,-$179.90,2023-04-22-Amazon,GIFT - WEBFIN2,-,TRUE,2023-04-26-Amazon-(WebFin2),TRUE
10/6/2022 16:14:04,U01QZ4B3VSB,Firmware,Manny Electrical,"JUMPER WIRE M/F 6"" 20PCS",https://www.digikey.com/en/products/detail/PRT-12794/1568-1511-ND/5993859?utm_campaign=buynow&utm_medium=aggregator&curr=usd&utm_source=octopart,Digi-Key,1,Connect motor / motor controller to raspberry pi,-,TRUE,$3.70,2022-10-06-Digi-Key,GIFT - ESHOP,-,TRUE,2022-10-07-Digi-Key-(WebFin2),TRUE
5/3/2023 18:11:22,U01QZ4B3VSB,Firmware,Manny Electrical,Lance ESC: 1x15A Motor Controller,https://www.gobilda.com/1x15a-motor-controller/,GoBilda,4,Controls motor speed for Lance,-,TRUE,$231.77,,GIFT - PCARD,-,TRUE,2023-05-15-GoBilda-(WebFin2),FALSE
2/7/2023 14:51:11,U047QD6FGD9,Firmware,Manny Supplies,Graytex Ruff N' Tuff Inkjet/Laser Paper 27 lbs 15 sheets,https://www.graytex.com/inkjet-ruff-n-tuff-paper.htm,Graytex Papers,15,"These paper would serve as the road for Manny's road tracking. The paper is hard and tear-proof, which would ensure a sustainable road",Please note to select the quantity of 15 sheets of 8.5 x 11 paper,TRUE,$25.32,2022-02-09-Graytex-Papers,GIFT - PCARD,-,TRUE,2023-02-23-Graytex-Papers-(WebFin2),TRUE
3/12/2023 14:01:57,U02KPCWG6UT,Firmware,Manny Electrical,Motoron M3H256 Triple Motor Controller for Raspberry Pi (Connectors Soldered),https://www.pololu.com/product/5033,Pololu,2,Allows the Raspberry Pi to control the motors,-,TRUE,$89.90,2023-03-12-Pololu,GIFT - PCARD,-,TRUE,2023-03-27-Pololu-(WebFin2),TRUE
2/14/2023 20:17:54,U01RSFR2LGH,Firmware,Manny Electrical,Mini External USB Stereo Speaker,https://thepihut.com/products/mini-external-usb-stereo-speaker,The Pi Hut,1,To let Manny speak,-,TRUE,$23.23,2023-02-18-PiHut,GIFT - PCARD,-,TRUE,2023-03-03-Pi-Hut-(WebFin2),TRUE
2/3/2023 19:07:17,U01RSFR2LGH,Firmware,Manny Mechanical,"Astrobrights/Neenah Bright White Cardstock, 8.5"" x 11""",https://www.amazon.com/Neenah-Bright-Cardstock-Sheets-90905/dp/B003A2I5T8/ref=mp_s_a_1_3?crid=GMAK1TPDJZVF&keywords=cardstock+paper&qid=1675468418&sprefix=cardstock%2Caps%2C398&sr=8-3,WB Mason,1,Building the road for Manny to follow,-,TRUE,$9.32,2023-02-09-WB-Mason,GIFT - ESHOP,-,TRUE,2023-02-13-WB-Mason-(WebFin2),TRUE
9/20/2022 16:13:00,U01QZ4B3VSB,Full Team,Tools,"HDMI Female to Female Coupler Adapter 2 Pack, Female HDMI to Female HDMI Connector Adaptor Black for",https://www.amazon.com/Coupler-Adapter-Connector-Computor-Projector/dp/B09LTZHH9W/ref=sr_1_5?crid=2GZP2EDJO64L9&keywords=hdmi+female+to+female+coupler&qid=1663280733&s=industrial&sprefix=hdmi+femal%2Cindustrial%2C61&sr=1-5,Amazon,1,To connect to some of the screens in upson,-,TRUE,$3.48,2022-09-20-Amazon,GIFT - ESHOP,-,TRUE,2022-09-26-Amazon-(WebFin2)-(1),TRUE
9/20/2022 16:13:01,U01QZ4B3VSB,Full Team,Tools,"Mini HDMI to HDMI, High Speed Mini HDMI to HDMI Cable for Camera(5ft)",https://www.amazon.com/Mini-HDMI-Speed-Cable-Camera/dp/B08G1GWPB1/ref=asc_df_B08G1GWPB1/?tag=hyprod-20&linkCode=df0&hvadid=459478253945&hvpos=&hvnetw=g&hvrand=1281398967700822801&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9005779&hvtargid=pla-960378179422&psc=1,Amazon,2,For connecting our laptop to raspberry pi so that we can program raspberry pi,-,TRUE,$11.98,2022-09-20-Amazon,GIFT - ESHOP,-,TRUE,2022-09-26-Amazon-(WebFin2)-(1),TRUE
9/20/2022 16:13:04,U01QZ4B3VSB,Full Team,Tools,"Lavalier Microphone Wireless for Computer/Android Phone, 100Ft Range, USB Bluetooth Lapel Clip On Mi",https://www.amazon.com/Lavalier-Microphone-Bluetooth-Podcasting-Recording/dp/B0B74FQ7Y8/ref=sr_1_54?crid=2FCUK72VFHSWI&keywords=wireless+microphones&qid=1662597483&sprefix=wirel%2Caps%2C111&sr=8-54,Amazon,1,A Bluetooth mic so that we can communicate to Manny using Voice Commands,-,TRUE,$26.99,2022-09-20-Amazon,GIFT - ESHOP,-,TRUE,2022-09-26-Amazon-(WebFin2)-(2),TRUE
9/20/2022 16:13:05,U01QZ4B3VSB,Full Team,Tools,"USB C Hub, Hiearcool Adapter USB C Dongle for MacBook Pro, 7 in 1 USB C to HDMI Multport Adapter Com",https://www.amazon.com/Hiearcool-MacBook-Multiport-Compatible-Nintendo/dp/B07WPTG7NX,Amazon,2,Allows Mac users to connect to HDMI,-,TRUE,$43.98,2022-09-20-Amazon,GIFT - ESHOP,-,TRUE,2022-09-26-Amazon-(WebFin2)-(2),TRUE
9/25/2022 16:13:59,U01QZ4B3VSB,Full Team,Tools,LiCB 20 Pack LR44 AG13 357 303 SR44 Battery 1.5V Button Coin Cell Batteries,https://www.amazon.com/LiCB-Pack-Battery-Button-Batteries/dp/B075B3LB8K,Amazon,1,Batteries for our calipers,-,TRUE,$5.00,2022-09-25-Amazon,GIFT - ESHOP,-,TRUE,2022-09-28-Amazon-(WebFin2),TRUE
9/25/2022 16:14:01,U01QZ4B3VSB,Full Team,Tools,"VAMPLIERS VT-001 Best Made Pliers, Patented Multi-Purpose Screw Extraction Pliers Remove Damage/Rust",https://www.amazon.com/Professional-International-Vampliers-Portable-Extraction/dp/B006YJKAPQ,Amazon,1,Pliers to bend metal and grab screws,-,TRUE,$31.97,2022-09-25-Amazon,GIFT - ESHOP,-,TRUE,2022-09-28-Amazon-(WebFin2),TRUE
10/6/2022 16:14:06,U01QZ4B3VSB,Full Team,Tools,SanDisk Extreme Pro 32GB SDHC UHS-I Card (SDSDXXG-032G-GN4IN),https://www.amazon.com/SanDisk-Extreme-32GB-UHS-I-SDSDXXG-032G-GN4IN/dp/B01J5RHBQ4,Amazon,1,For use with 3D Printer,-,TRUE,$12.99,2022-10-6-Amazon,GIFT - ESHOP,-,TRUE,2022-10-10-Amazon-(WebFin2),TRUE
10/20/2022 16:14:03,U01QZ4B3VSB,Full Team,Tools,"Amazon Basics USB Type-C to USB-A 2.0 Male Charger Cable, 3 Feet (0.9 Meters), Black, 1 Count, 1-Pac",https://www.amazon.com/AmazonBasics-Type-C-USB-Male-Cable/dp/B01GGKYKQM,Amazon,1,Allows us to charge the power bank from the wall outlet,-,TRUE,$4.48,,GIFT - ESHOP,-,TRUE,2022-10-20-Amazon-(WebFin2),FALSE
10/20/2022 16:14:02,U01QZ4B3VSB,Full Team,Tools,Dremel 3D Printing BT20-01 Build Sheets (Pack of 3),https://www.amazon.com/Dremel-Printing-BT20-01-Build-Sheets/dp/B00VWJVI36,Amazon,1,Paper for the bottom of the 3D printer - the paper we have there now is sort of ripped up.,-,TRUE,$29.99,,GIFT - ESHOP,-,TRUE,2022-10-20-Amazon-(WebFin2),FALSE
10/26/2022 16:14:13,U01QZ4B3VSB,Full Team,Tools,Empire EM81.12 True Blue 12-Inch Magnetic Tool Box Level,https://www.amazon.com/Empire-EM81-12-12-Inch-Magnetic-Level/dp/B0007A2A0Q/ref=sr_1_6?crid=342PPOOA0EK3T&keywords=level+tool+12%22&qid=1666291780&qu=eyJxc2MiOiIwLjAwIiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=level+tool+12+%2Caps%2C82&sr=8-6,Amazon,1,Makes things level,-,TRUE,$14.43,,GIFT - ESHOP,-,TRUE,2022-10-26-Amazon-(WebFin2)-(1),FALSE
10/26/2022 16:14:15,U01QZ4B3VSB,Full Team,Tools,UGREEN Micro HDMI to HDMI Cable Adapter 4K 60Hz Ethernet Audio Return Channel Compatible with GoPro,https://www.amazon.com/UGREEN-Adapter-Ethernet-Compatible-Raspberry/dp/B06WWQ7KLV/ref=sr_1_3?gclid=CjwKCAjwwL6aBhBlEiwADycBIG_TevQzs6PCQOCnT1zvtzsxJMo5qb7WU6DMqMfapPPDaQoL5-CJBxoCz8sQAvD_BwE&hvadid=241908657243&hvdev=c&hvlocphy=9005779&hvnetw=g&hvqmt=e&hvrand=14999031481210002552&hvtargid=kwd-24896753114&hydadcr=24660_10400765&keywords=hdmi%2Bmicro%2Bhdmi&qid=1666230954&qu=eyJxc2MiOiIzLjYwIiwicXNhIjoiMy41NyIsInFzcCI6IjMuMzYifQ%3D%3D&sr=8-3&th=1,Amazon,1,Connects raspberry pi to a monitor,-,TRUE,$8.72,,GIFT - ESHOP,-,TRUE,2022-10-26-Amazon-(WebFin2)-(1),FALSE
10/26/2022 16:14:17,U01QZ4B3VSB,Full Team,Tools,"Magnetic Torpedo Level, Spirit Level 3 Bubble Level Torpedo Magnetic Level Bubble Measuring Tool (6",https://www.amazon.com/Magnetic-Torpedo-Spirit-Bubble-Measuring/dp/B07PHGDDWL/ref=sr_1_5?crid=YYW0PNS0V4MB&keywords=level%2Btool%2Bsmall&qid=1666291764&qu=eyJxc2MiOiIzLjY5IiwicXNhIjoiMy45OCIsInFzcCI6IjMuNzkifQ%3D%3D&sprefix=level%2Btool%2Bsmall%2Caps%2C96&sr=8-5&th=1,Amazon,1,Makes things level,-,TRUE,$5.99,,GIFT - ESHOP,-,TRUE,2022-10-26-Amazon-(WebFin2)-(2),FALSE
11/12/2022 16:14:04,U01QZ4B3VSB,Full Team,Tools,"Amazon Basics Low-Profile Wired USB Keyboard with US Layout (QWERTY), Matte Black",https://www.amazon.com/AmazonBasics-Matte-Keyboard-QWERTY-Layout/dp/B07WJ5D3H4/ref=sr_1_1_sspa?crid=35OQ23QFYC98B&keywords=keyboard&qid=1666904852&qu=eyJxc2MiOiI3Ljk0IiwicXNhIjoiNy4wMiIsInFzcCI6IjYuMDcifQ%3D%3D&s=electronics&sprefix=keyboar%2Celectronics%2C89&sr=1-1-spons&psc=1,Amazon,1,This allows us to type when using the Raspberry Pi,-,TRUE,$9.33,2022-11-12-Amazon,GIFT - ESHOP,-,TRUE,2022-11-15-Amazon-(WebFin2)-(2),TRUE
11/12/2022 16:14:05,U01QZ4B3VSB,Full Team,Tools,2 x Solder Wire with Flux Paste Lead Free Welding Tin Wire Roll Sn99.3 Cu0.7 with Rosin Core for Ele,https://www.amazon.com/Solder-Welding-Sn99-3-Electrical-Soldering/dp/B08K4DBJR6/ref=sr_1_7?keywords=lead+free+solder&qid=1666728316&qu=eyJxc2MiOiI0Ljg3IiwicXNhIjoiNC43MyIsInFzcCI6IjQuNjEifQ%3D%3D&sr=8-7,Amazon,1,Solder materials with no lead,-,TRUE,$38.97,2022-11-12-Amazon,GIFT - ESHOP,-,TRUE,2022-11-16-Amazon-(WebFin2),TRUE
